,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
160,In the Tall Grass,,0,SCOTT TOBIAS,"‘In the Tall Grass’ Review: In the Heartland, a Field of Screams","Based on a novella by Stephen King and Joe Hill, this Netflix adaptation turns rural Kansas into an inescapable nightmare.",2019-10-03,2019-10-04,2019-10-03 16:42:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/10/03/movies/in-the-tall-grass-review.html', 'suggested_link_text': 'Read the New York Times Review of In the Tall Grass'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/10/03/arts/03tallgrass/merlin_161995584_ba9d598e-89d8-4c4e-bb5b-9659417e0b0c-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
161,Pretenders,,0,GLENN KENNY,"‘Pretenders’ Review: A Little New Wave Love, a Lot of Misogyny","Directed by James Franco and featuring James Franco, this film indulges in a distasteful brand of nostalgia.",2019-10-03,2019-09-27,2019-10-11 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/10/03/movies/pretenders-review.html', 'suggested_link_text': 'Read the New York Times Review of Pretenders'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/10/04/arts/04pretenderspix/04pretenderspix-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
162,On the President's Orders,,0,BEN KENIGSBERG,‘On the President’s Orders’ Review: Police Unleashed on the Philippines,"In roundabout fashion, a documentary examines the sources of the wave of extrajudicial killings under President Rodrigo Duterte.",2019-10-03,2019-10-04,2019-10-11 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/10/03/movies/on-the-presidents-orders-review.html', 'suggested_link_text': ""Read the New York Times Review of On the President's Orders""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/10/04/arts/03presidentsorders/03presidentsorders-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
163,Dolemite Is My Name,R,0,A.O. SCOTT,"‘Dolemite Is My Name’ Review: Eddie Murphy, Raw and Cooking","Murphy, Wesley Snipes and an ensemble of accomplices elevate a not-bad biopic of an unlikely blaxploitation auteur.",2019-10-02,2019-10-04,2019-10-25 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/10/02/movies/dolemite-is-my-name-review.html', 'suggested_link_text': 'Read the New York Times Review of Dolemite Is My Name'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/10/04/arts/04DOLEMITE/04DOLEMITE-mediumThreeByTwo210-v5.jpg', 'height': 140, 'width': 210}"
164,Celebration,,1,GLENN KENNY,‘Celebration’ Review: The Final Stand of Yves Saint Laurent,"There’s little joy in this documentary, despite its title. But the movie is both revealing and beguiling.",2019-10-01,2019-10-02,2019-10-16 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/10/01/movies/celebration-review.html', 'suggested_link_text': 'Read the New York Times Review of Celebration'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/10/04/arts/celebration1/celebration1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
165,The Irishman,R,1,A.O. Scott,"‘The Irishman’ Review: The Mob’s Greatest Hits, in a Somber Key","Robert De Niro, Al Pacino and Joe Pesci star in Martin Scorsese’s monumental, elegiac tale of violence, betrayal, memory and loss.",2019-09-28,2019-11-27,2019-10-27 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/27/movies/the-irishman-review.html', 'suggested_link_text': 'Read the New York Times Review of The Irishman'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/27/arts/27irishman1-promo/27irishman1-promo-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
166,First Love,,1,GLENN KENNY,‘First Love’ Review: Eluding Assassins With the Help of a Boxer,The prolific director Takashi Miike delivers an unusually satisfying Japanese genre romp.,2019-09-26,2019-09-27,2019-10-25 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/first-love-review.html', 'suggested_link_text': 'Read the New York Times Review of First Love'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/27/arts/26firstlove/26firstlove-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
167,In the Shadow of the Moon,,0,CHRIS VOGNAR,‘In the Shadow of the Moon’ Review: A Twisty Romp Through Time and Genre,"Jim Mickle’s unconventional serial-killer movie for Netflix is clever, if bloody messy.",2019-09-26,2019-09-27,2019-09-26 17:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/in-the-shadow-of-the-moon-review.html', 'suggested_link_text': 'Read the New York Times Review of In the Shadow of the Moon'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/26/arts/26shadow/26shadow-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
168,Abominable,PG,0,GLENN KENNY,"‘Abominable’ Review: Are We There, Yeti?",Visual dazzle helps animate a familiar creature-rescue story.,2019-09-26,2019-09-27,2019-10-26 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/abominable-review.html', 'suggested_link_text': 'Read the New York Times Review of Abominable'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/24/arts/abominable1/abominable1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
169,Sink or Swim,,0,JEANNETTE CATSOULIS,‘Sink or Swim’ Review: Pool Boys,"In over their heads, these unlikely underwater artistes find their happy place.",2019-09-26,2019-09-27,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/sink-or-swim-review.html', 'suggested_link_text': 'Read the New York Times Review of Sink or Swim'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/26/arts/26sinkorswimpix/merlin_151288209_63e9b4a3-daf7-443d-87f2-63adf3535972-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
170,The Golden Glove,Not Rated,0,BEN KENIGSBERG,"‘The Golden Glove’ Review: Honka, Portrait of a Serial Killer","The movie, directed by Fatih Akin, ups the ante for grossness.",2019-09-26,2019-09-27,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/the-golden-glove-review.html', 'suggested_link_text': 'Read the New York Times Review of The Golden Glove'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/26/arts/26goldenglove/26goldenglove-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
171,Jim Allison: Breakthrough,PG-13,0,BEN KENIGSBERG,‘Jim Allison: Breakthrough’ Review: Taking On Cancer,He won a Nobel Prize for his discoveries in immunotherapy. This documentary shows how he got there.,2019-09-26,2019-09-27,2019-10-11 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/jim-allison-breakthrough-review.html', 'suggested_link_text': 'Read the New York Times Review of Jim Allison: Breakthrough'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/26/arts/26jimallison/26jimallison-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
172,10 Minutes Gone,R,0,GLENN KENNY,‘10 Minutes Gone’ Review: A Forgettable Shoot-’em-Up,Bruce Willis and Michael Chiklis star in this crime potboiler about a robbery gone wrong in Cincinnati.,2019-09-26,2019-09-27,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/10-minutes-gone-review.html', 'suggested_link_text': 'Read the New York Times Review of 10 Minutes Gone'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/26/arts/26tenminutes/merlin_161090526_c0865a2c-54cb-4512-8127-e2ebc1e0f972-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
173,The Death of Dick Long,R,0,GLENN KENNY,‘The Death of Dick Long’ Review: About Last Night …,Three young Alabama men have a less-than-enchanted evening in this dark comedy.,2019-09-26,2019-09-27,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/the-death-of-dick-long-review.html', 'suggested_link_text': 'Read the New York Times Review of The Death of Dick Long'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/27/arts/death1/death1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
174,The Day Shall Come,Unrated,0,JEANNETTE CATSOULIS,‘The Day Shall Come’ Review: The Revolution Will Be Compromised,This cartoonish counterterrorism satire is a slapstick circus that can’t decide who is slapping whom.,2019-09-26,2019-09-27,2019-10-11 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/the-day-shall-come-review.html', 'suggested_link_text': 'Read the New York Times Review of The Day Shall Come'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/27/arts/dayshall1/dayshall1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
175,Sister Aimee,,0,JEANNETTE CATSOULIS,‘Sister Aimee’ Review: Bible Belter,"In this weird, erratic film, a famous evangelist and singer fakes her own death and heads for Mexico.",2019-09-26,2019-09-27,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/26/movies/sister-aimee-review.html', 'suggested_link_text': 'Read the New York Times Review of Sister Aimee'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/27/arts/sister1/sister1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
176,The Laundromat,R,0,A.O. SCOTT,‘The Laundromat’ Review: Meryl Streep in a Cycle of Spin,"In a film about the Panama Papers scandal, Steven Soderbergh convenes a seminar in international finance, with Antonio Banderas, Gary Oldman and Sharon Stone.",2019-09-25,2019-09-27,2019-10-18 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/25/movies/the-laundromat-review.html', 'suggested_link_text': 'Read the New York Times Review of The Laundromat'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/25/arts/25laundromat/25laundromat-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
177,Judy,PG-13,0,MANOHLA DARGIS,"‘Judy’ Review: The Singer (Disaster, Legend) at Rainbow’s End","Renée Zellweger plays Judy Garland near the end of her life, when she grasped onto one more comeback and one last chance.",2019-09-25,2019-09-27,2019-10-25 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/25/movies/judy-review.html', 'suggested_link_text': 'Read the New York Times Review of Judy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/24/arts/00judy1/merlin_161092122_de7336a9-b54e-46d0-a38a-72928a145c29-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
178,Anthropocene: The Human Epoch,,0,BEN KENIGSBERG,‘Anthropocene: The Human Epoch’ Review: Global Warnings,This documentary narrated by Alicia Vikander captures alarming ways in which Earth’s natural beauty has been disturbed.,2019-09-24,2019-09-25,2019-10-11 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/24/movies/anthropocene-the-human-epoch-review.html', 'suggested_link_text': 'Read the New York Times Review of Anthropocene: The Human Epoch'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/23/arts/anthropocene2/anthropocene2-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
179,Between Two Ferns: The Movie,,0,JASON BAILEY,‘Between Two Ferns: The Movie’ Review: Taking a (Web) Show on the Road,Zach Galifianakis’s popular “Funny or Die” series has been turned into a road pic. Should it have been?,2019-09-20,2019-09-20,2019-09-20 07:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/20/movies/between-two-ferns-movie-review.html', 'suggested_link_text': 'Read the New York Times Review of Between Two Ferns: The Movie'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/20/arts/20twoferns/merlin_161018478_3ee82500-4036-4489-95e5-3ffeb840f05d-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
180,Ad Astra,PG-13,1,MANOHLA DARGIS,‘Ad Astra’ Review: Brad Pitt Orbits the Powers of Darkness,The latest from the director James Gray centers on an astronaut whose mission into deep space becomes a voyage of self-discovery.,2019-09-19,2019-09-20,2019-10-19 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/ad-astra-review-brad-pitt.html', 'suggested_link_text': 'Read the New York Times Review of Ad Astra'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/18/arts/00adastra-1/merlin_160735740_92e88351-a4ad-4845-b27e-2e36e22e67b6-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
181,Diego Maradona,,1,Ben Kenigsberg,‘Diego Maradona’ Review: A Soccer Player Who Got His Kicks,The filmmaker Asif Kapadia (who won an Oscar for “Amy”) cuts through the filler of conventional sports documentaries.,2019-09-19,2019-09-20,2019-09-27 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/diego-maradona-review.html', 'suggested_link_text': 'Read the New York Times Review of Diego Maradona'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/20/arts/diego1/merlin_160735959_e6914a92-55f6-4e78-b0f5-fc2563e0711a-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
182,Loro,,0,A.O. SCOTT,"‘Loro’ Review: A Corrupt Leader, and the People Who Love Him",Toni Servillo plays the former Italian Prime Minister Silvio Berlusconi in Paolo Sorrentino’s extravagant portrait.,2019-09-19,2019-09-20,2019-09-19 17:32:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/loro-review.html', 'suggested_link_text': 'Read the New York Times Review of Loro'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/20/arts/19loro-1/merlin_160736067_f830c736-b725-4fec-a28d-8754bf66d3e3-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
183,Where's My Roy Cohn?,PG-13,0,A.O. SCOTT,‘Where’s My Roy Cohn?’ Review: A Fixer’s Progress,A documentary traces the life and times of a notorious lawyer whose career stretched from Joseph McCarthy to Donald J. Trump.,2019-09-19,2019-09-20,2019-10-19 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/wheres-my-roy-cohn-review.html', 'suggested_link_text': ""Read the New York Times Review of Where's My Roy Cohn?""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/19/arts/19roycohn1/19roycohn1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
184,Rambo: Last Blood,R,0,GLENN KENNY,‘Rambo: Last Blood’ Review: Death Country for Old Men,"While the killings in this continuation of Rambo saga are zestfully depicted, the movie overall is rote.",2019-09-19,2019-09-20,2019-10-19 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/rambo-last-blood-review.html', 'suggested_link_text': 'Read the New York Times Review of Rambo: Last Blood'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/20/arts/rambo1/merlin_160736106_b5e31b6e-73ef-495f-bdc3-64ebd3048600-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
185,Corporate Animals,R,0,GLENN KENNY,‘Corporate Animals’ Review: Trust Falls at the Center of the Earth,Demi Moore plays the unpleasant boss of unpleasant people trying to survive after a cave collapses on a company retreat.,2019-09-19,2019-09-20,2019-09-27 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/corporate-animals-review.html', 'suggested_link_text': 'Read the New York Times Review of Corporate Animals'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/19/arts/19corporateanimals/merlin_160735944_aced267b-5a9d-46b2-a708-e3b3cfccffd4-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
186,Zeroville,R,0,JEANNETTE CATSOULIS,‘Zeroville’ Review: An Innocent Finds a New Religion,"A near-catatonic James Franco plays a movie-obsessed innocent in “Zeroville,” a painful head trip through 1970s Hollywood.",2019-09-19,2019-09-27,2019-10-07 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/zeroville-review.html', 'suggested_link_text': 'Read the New York Times Review of Zeroville'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/17/arts/zeroville1/zeroville1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
187,Villains,R,0,TEO BUGBEE,‘Villains’ Review: Blundering Robbers Meet Their Match,"The film zigzags between tones, zanily bouncing between comedy and horror-esque thrills.",2019-09-19,2019-09-20,2019-10-14 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/villains-review.html', 'suggested_link_text': 'Read the New York Times Review of Villains'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/19/arts/19villains/merlin_160736142_a3bef6b1-b6fe-4dde-a523-825c89ee596a-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
188,Britt-Marie Was Here,,0,TEO BUGBEE,‘Britt-Marie Was Here’ Review: Scrubbing Away Years of Indifference,"In this Swedish comedy, a woman’s humdrum life changes when she takes on a job as a youth soccer coach.",2019-09-19,2019-09-20,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/britt-marie-was-here-review.html', 'suggested_link_text': 'Read the New York Times Review of Britt-Marie Was Here'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/20/arts/britt1/britt1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
189,Always in Season,,0,BEN KENIGSBERG,‘Always in Season’ Review: Lynching Is Not Just Part of America’s Past,"Jacqueline Olive, who directed the documentary, makes a powerful case that such murders can and do happen today.",2019-09-19,2019-09-20,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/19/movies/always-in-season-review.html', 'suggested_link_text': 'Read the New York Times Review of Always in Season'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/18/arts/00alwaysin-art/00alwaysin-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
190,Downton Abbey,PG,0,JEANNETTE CATSOULIS,‘Downton Abbey’ Review: Back to the Past,"From its spectacularly detailed aesthetic to the characters’ march down well-worn personality paths, the movie argues insistently for the status quo.",2019-09-18,2019-09-20,2019-10-18 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/18/movies/downton-abbey-review.html', 'suggested_link_text': 'Read the New York Times Review of Downton Abbey'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/20/arts/downton1/downton1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
191,Midnight Traveler,,0,MANOHLA DARGIS,‘Midnight Traveler’ Review: A Refugee Family’s Search for Safe Harbor,The global migration crisis comes into intimate view in this documentary about an Afghan family’s arduous journey toward asylum.,2019-09-17,2019-09-18,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/17/movies/midnight-traveler-review.html', 'suggested_link_text': 'Read the New York Times Review of Midnight Traveler'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/18/arts/17midnight-traveler/17midnight-traveler-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
192,The Nightcrawlers,,0,BEN KENIGSBERG,‘The Nightcrawlers’ and ‘Lost and Found’ Review: Short Documentaries Tackle Big Issues,"Two films — one on the violent antidrug campaign in the Philippines, another on refugees from Myanmar — screen together.",2019-09-17,,2019-09-17 15:12:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/17/movies/national-geographic-documentary-shorts-lost-and-found-the-nightcrawlers-review.html', 'suggested_link_text': 'Read the New York Times Review of The Nightcrawlers'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/18/arts/lostandfound1/lostandfound1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
193,Lost and Found,,0,BEN KENIGSBERG,‘The Nightcrawlers’ and ‘Lost and Found’ Review: Short Documentaries Tackle Big Issues,"Two films — one on the violent antidrug campaign in the Philippines, another on refugees from Myanmar — screen together.",2019-09-17,,2019-09-17 15:12:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/17/movies/national-geographic-documentary-shorts-lost-and-found-the-nightcrawlers-review.html', 'suggested_link_text': 'Read the New York Times Review of Lost and Found'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/18/arts/lostandfound1/lostandfound1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
194,Tall Girl,,0,ELISABETH VINCENTELLI,‘Tall Girl’ Review: Struggling to Rise Above,Status anxiety reaches new heights in this unremarkable teen comedy.,2019-09-13,2019-09-13,2019-09-13 09:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/13/movies/tall-girl-review.html', 'suggested_link_text': 'Read the New York Times Review of Tall Girl'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/13/arts/13tallgirl/13tallgirl-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
195,Ms. Purple,,1,JEANNETTE CATSOULIS,‘Ms. Purple’ Review: The Ties That Bind (and Sometimes Strangle),"A moody, downbeat drama that occasionally offers glimmers of hope, Justin Chon’s film follows two Korean-American siblings struggling to reconnect while their father is dying.",2019-09-12,2019-09-06,2019-10-11 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/ms-purple-review.html', 'suggested_link_text': 'Read the New York Times Review of Ms. Purple'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/13/arts/12mspurple/merlin_160311948_613a24f6-0369-4315-927f-c3e062cfd690-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
196,América,,1,GLENN KENNY,‘América’ Review: A Matriarch’s Illness Unites and Divides a Family,"Filmed in Mexico, this tender and subtle documentary follows the struggles of three young men to care for their beloved aging grandmother.",2019-09-12,2019-09-13,2019-09-23 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/america-review.html', 'suggested_link_text': 'Read the New York Times Review of América'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/12/arts/12america/12america-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
197,Freaks,R,0,JEANNETTE CATSOULIS,‘Freaks’ Review: A Child’s-Eye View of a World Gone Mad,Emile Hirsch stars as the paranoid father of a cloistered girl in this sci-fi debut feature.,2019-09-12,2019-09-13,2019-09-27 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/freaks-review-emile-hirsch.html', 'suggested_link_text': 'Read the New York Times Review of Freaks'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/12/arts/12freaks/merlin_160310862_e5593284-9772-4b61-9812-c4a68f3a7b89-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
198,Depraved,,0,JEANNETTE CATSOULIS,‘Depraved’ Review: Busy Body (Parts),"Larry Fessenden updates Mary Shelley’s classic tale, “Frankenstein,” producing possibly his most coherent and visually polished work yet.",2019-09-12,2019-09-13,2019-10-04 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/depraved-review.html', 'suggested_link_text': 'Read the New York Times Review of Depraved'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/12/arts/12depraved-art/12depraved-art-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
199,The Sound of Silence,,0,AISHA HARRIS,"‘The Sound of Silence’ Review: Plenty to Hear, but What Does It Mean?",Peter Sarsgaard and Rashida Jones star in a drama for your ears that brings big ideas but does more telling than showing.,2019-09-12,2019-09-13,2019-09-30 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/the-sound-of-silence-review.html', 'suggested_link_text': 'Read the New York Times Review of The Sound of Silence'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/13/arts/00soundofsilence/00soundofsilence-mediumThreeByTwo210-v3.jpg', 'height': 140, 'width': 210}"
200,Redistribution,,0,BEN KENIGSBERG,‘Redistribution’ Review: An Art World Figure Tries to ‘Evacuate Cinema’,"The artist Seth Price’s documentary is showing as a movie, but that’s not really what it is.",2019-09-12,,2019-09-12 11:04:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/redistribution-review.html', 'suggested_link_text': 'Read the New York Times Review of Redistribution'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/11/arts/11redistribution-art/merlin_160312839_db779e7c-ed1a-41e1-b332-9214d1600400-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
201,Monos,R,0,Glenn Kenny,‘Monos’ Review: Teenage Fighters Tussle Over Discipline and a Cow,This sophisticated-looking film by Alejandro Landes is an allegory with little clarity about its subject matter.,2019-09-12,2019-09-13,2019-10-12 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/monos-review.html', 'suggested_link_text': 'Read the New York Times Review of Monos'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/13/arts/00MONOSPIX/00MONOSPIX-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
202,Another Day of Life,,0,BEN KENIGSBERG,"‘Another Day of Life’ Review: A Memoir of War, in Full Color","The work of the storied journalist Ryszard Kapuscinski, who covered the Angolan civil war, among many other conflicts, is animated here.",2019-09-12,2019-09-13,2019-09-20 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/another-day-of-life-review.html', 'suggested_link_text': 'Read the New York Times Review of Another Day of Life'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/13/arts/12anotherdaypix/12anotherdaypix-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
203,Moonlight Sonata: Deafness in Three Movements,,0,TEO BUGBEE,‘Moonlight Sonata’ Review: A Deaf Family Connected by Beethoven,"Irene Taylor Brodsky makes a documentary about her son, her father and a master composer.",2019-09-12,2019-09-13,2019-09-20 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/moonlight-sonata-deafness-three-movements-review.html', 'suggested_link_text': 'Read the New York Times Review of Moonlight Sonata: Deafness in Three Movements'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/11/arts/moonlight1/moonlight1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
204,American Dreamer,R,0,GLENN KENNY,‘American Dreamer’ Review: Jim Gaffigan’s Cinematic Nightmare,Even Gaffigan’s creditable turn as a troubled rideshare driver can’t save this disaster of a crime film.,2019-09-12,,2019-09-27 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/09/12/movies/american-dreamer-review.html', 'suggested_link_text': 'Read the New York Times Review of American Dreamer'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/09/12/arts/12americandreamer-art/12americandreamer-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
