,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
111,The Informer,R,0,Ben Kenigsberg,‘The Informer’ Review: Lock Up or Shut Up,"The film, starring Joel Kinnaman as a mole in a mob-run drug trade, makes for an absorbing time killer.",2020-11-05,,2020-11-12 14:49:42,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/05/movies/the-informer-review.html', 'suggested_link_text': 'Read the New York Times Review of The Informer'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/06/arts/informer1/informer1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
112,Mortal,R,0,Ben Kenigsberg,"‘Mortal’ Review: Discovering Superpowers, None Too Quickly",André Ovredal’s new fantasy film seems more concerned with setting up a sequel than delivering answers.,2020-11-05,2020-11-06,2020-11-05 12:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/05/movies/mortal-review.html', 'suggested_link_text': 'Read the New York Times Review of Mortal'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/06/arts/05mortal-art/merlin_179306031_1597f26d-7443-48db-9fdd-044a3466f56e-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
113,Operation Christmas Drop,,0,Kyle Turner,‘Operation Christmas Drop’ Review: Heavy Military Presents,"This Netflix holiday movie is predictable to a fault, with barely enough energy to light up a Christmas tree.",2020-11-05,2020-11-05,2020-11-05 12:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/05/movies/operation-christmas-drop-review.html', 'suggested_link_text': 'Read the New York Times Review of Operation Christmas Drop'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/02/arts/operation1/operation1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
114,Proxima,,0,Jeannette Catsoulis,‘Proxima’ Review: Separation Anxiety,Eva Green plays an astronaut and single mother in this disappointingly earthbound drama.,2020-11-05,2020-11-06,2020-11-05 12:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/05/movies/proxima-review.html', 'suggested_link_text': 'Read the New York Times Review of Proxima'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/03/arts/proxima1/proxima1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
115,Triggered,,0,Ben Kenigsberg,‘Triggered’ Review: School’s Out Forever,"In this horror film, a deranged high school science teacher entraps his former students in a deadly social experiment.",2020-11-05,,2020-11-05 12:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/05/movies/triggered-review.html', 'suggested_link_text': 'Read the New York Times Review of Triggered'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/02/arts/triggered1/triggered1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
116,Rogue City,,0,Elisabeth Vincentelli,‘Rogue City’ Review: An Action Movie Skimping on Action,Olivier Marchal’s film proves that gangsters and crooked cops can speak French and still spin clichés.,2020-10-30,2020-10-30,2020-10-30 16:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/30/movies/rogue-city-review.html', 'suggested_link_text': 'Read the New York Times Review of Rogue City'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/31/arts/roguecity1/roguecity1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
117,Raining in the Mountain,,1,Glenn Kenny,‘Raining in the Mountain’ Review: A Martial Arts Gem From 1979,"This recently restored film by King Hu is a spectacular, exhilarating entertainment.",2020-10-29,,2020-10-29 15:58:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/29/movies/raining-in-the-mountain-review.html', 'suggested_link_text': 'Read the New York Times Review of Raining in the Mountain'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/29/arts/29raining/29raining-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
118,The True Adventures of Wolfboy,PG-13,0,Ben Kenigsberg,‘The True Adventures of Wolfboy’ Review: A Hirsute Teen Drama,"A 13-year-old boy, his body covered in hair, searches for the mother he never knew.",2020-10-29,2020-10-30,2020-10-29 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/29/movies/the-true-adventures-of-wolfboy-review.html', 'suggested_link_text': 'Read the New York Times Review of The True Adventures of Wolfboy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/30/arts/29wolfboy/merlin_178953171_be684e24-061e-46c4-9fa7-6e98abe1829b-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
119,The Donut King,,0,Devika Girish,‘The Donut King’ Review: Sweet Dreams,This documentary traces the mercurial journey of a Cambodian refugee who became a doughnut mogul in California.,2020-10-29,2020-10-30,2020-10-29 11:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/29/movies/the-donut-king-review.html', 'suggested_link_text': 'Read the New York Times Review of The Donut King'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/27/arts/donut1/donut1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
120,Mother,,0,Glenn Kenny,‘Madre’ Review: A Tense Depiction of a Mother Undone,Rodrigo Sorogoyen’s feature about a mother in Spain whose son disappears is a compelling and unsettling character study.,2020-10-29,,2020-10-29 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/29/movies/madre-review-a-tense-depiction-of-a-mother-undone.html', 'suggested_link_text': 'Read the New York Times Review of Mother'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/29/arts/29madre/29madre-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
121,Us Kids,,0,Lovia Gyarkye,‘Us Kids’ Review: They’re Not All Right,This documentary by Kim A. Snyder asks difficult questions about what it means to grow up in an America where gun violence is far too common.,2020-10-29,,2020-10-29 11:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/29/movies/us-kids-review.html', 'suggested_link_text': 'Read the New York Times Review of Us Kids'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/27/arts/uskids1/uskids1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
122,Come Play,PG-13,0,Ben Kenigsberg,"‘Come Play’ Review: Alexa, Find Me a Derivative Thriller","In Jacob Chase’s film, a monster from another realm invades ours through phone screens and tablets.",2020-10-29,2020-10-30,2020-11-12 14:49:38,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/29/movies/come-play-review.html', 'suggested_link_text': 'Read the New York Times Review of Come Play'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/28/arts/comeplay1/merlin_178951506_ea2326f7-1f3d-4a3b-a023-53de05e01aaf-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
123,Spell,R,0,Ben Kenigsberg,‘Spell’ Review: Occult Reprogramming,Omari Hardwick plays a lawyer who gets trapped in the superstition-laden enclave of Appalachia where he was raised.,2020-10-29,2020-10-30,2020-11-12 14:49:38,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/29/movies/spell-review.html', 'suggested_link_text': 'Read the New York Times Review of Spell'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/30/arts/spell1/spell1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
124,,,0,Ben Kenigsberg,‘Spell’ Review: Occult Reprogramming,Omari Hardwick plays a lawyer who gets trapped in the superstition-laden enclave of Appalachia where he was raised.,2020-10-29,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/29/movies/spell-review.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/30/arts/spell1/spell1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
125,City Hall,,1,Manohla Dargis,"‘City Hall’ Review: Frederick Wiseman, for the People","In his latest movie, the celebrated documentarian explores the ideas and ideals, the faces and spaces of Boston’s City Hall.",2020-10-28,2020-10-28,2020-10-28 15:56:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/28/movies/city-hall-review.html', 'suggested_link_text': 'Read the New York Times Review of City Hall'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/30/arts/00city-hall-mayor/merlin_178951251_833a1732-d893-4b58-b133-bd265145c6c0-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
126,Holidate,,0,Natalia Winkelman,‘Holidate’ Review: That Special Seasonal Someone,Emma Roberts stars as a single girl who arranges a standing date for every holiday in this noxious flick.,2020-10-28,2020-10-28,2020-10-28 07:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/28/movies/holidate-review.html', 'suggested_link_text': 'Read the New York Times Review of Holidate'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/26/arts/holidate1/holidate1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
127,The Craft: Legacy,PG-13,0,Kristen Yoonsoo Kim,‘The Craft: Legacy’ Review: More Dull Carbon Copy Than Cult Classic,A new witchy foursome picks up the brooms in this follow-up of “The Craft” by Zoe Lister-Jones.,2020-10-28,2020-10-28,2020-10-28 04:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/28/movies/the-craft-legacy-review.html', 'suggested_link_text': 'Read the New York Times Review of The Craft: Legacy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/29/arts/29craft-pix/29craft-pix-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
128,What the Constitution Means to Me,,1,Elisabeth Vincentelli,‘What the Constitution Means to Me’ Review: Pursuits of Happiness,"The timing could not be better for Heidi Schreck’s affecting play about the Constitution’s impact on our daily lives, now streaming on Amazon.",2020-10-22,2020-10-16,2020-10-22 17:12:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/what-the-constitution-means-to-me-review.html', 'suggested_link_text': 'Read the New York Times Review of What the Constitution Means to Me'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/22/arts/constitution1/merlin_178810461_91635d97-eb31-4e4d-8ad9-57e22ad33130-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
129,Synchronic,R,1,Glenn Kenny,"‘Synchronic’ Review: Twisted, Trippy Trips Through Time",The filmmakers Justin Benson and Aaron Moorhead bend reality in this drug-fueled sci-fi horror.,2020-10-22,2020-10-23,2020-11-12 14:49:34,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/synchronic-review.html', 'suggested_link_text': 'Read the New York Times Review of Synchronic'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/22/arts/22synchronic-art/22synchronic-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
130,Ham on Rye,,1,Glenn Kenny,"‘Ham on Rye’ Review: Coming of Age, With Existential Unease",Tyler Taormina’s debut film starts in the vein of classic high-school comedies until it turns toward a dark surrealism.,2020-10-22,,2020-10-22 11:04:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/ham-on-rye-review.html', 'suggested_link_text': 'Read the New York Times Review of Ham on Rye'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/23/arts/22hamonrye/22hamonrye-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
131,The Witches,PG,0,Manohla Dargis,"‘The Witches’ Review: A Tale of Mice and Women, Toil and Trouble","In this new take on the Roald Dahl book, Robert Zemeckis sets loose his cameras, and Octavia Spencer side-eyes Anne Hathaway.",2020-10-22,2020-10-22,2020-10-22 16:48:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/the-witches-review.html', 'suggested_link_text': 'Read the New York Times Review of The Witches'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/23/arts/00the-witches/00the-witches-mediumThreeByTwo210-v3.jpg', 'height': 140, 'width': 210}"
132,Bad Hair,,0,Teo Bugbee,‘Bad Hair’ Review: That Weave Is Killer,"In a cutthroat business, style opens doors, but behind them are observations about cultural identity — and a touch of camp.",2020-10-22,2020-10-23,2020-10-22 15:36:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/bad-hair-review.html', 'suggested_link_text': 'Read the New York Times Review of Bad Hair'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/23/crosswords/22bad-hair-pix/merlin_178624029_491a31cd-7957-4dd1-8446-2990ce13a902-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
133,Friendsgiving,R,0,Lovia Gyarkye,‘Friendsgiving’ Review: Dysfunction With All the Trimmings,Nicol Paone’s film takes a surprisingly charming and hilarious approach to a traditional holiday.,2020-10-22,2020-10-23,2020-10-22 14:12:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/friendsgiving-review.html', 'suggested_link_text': 'Read the New York Times Review of Friendsgiving'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/23/arts/friendsgiving1/friendsgiving1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
134,Radium Girls,,0,Kristen Yoonsoo Kim,‘Radium Girls’ Review: When Work Takes a Toxic Turn,This narrative debut by the directors Lydia Dean Pilcher and Ginny Mohler tells the true story of the factory girls who suffered from misleading information about radium.,2020-10-22,,2020-10-22 11:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/radium-girls-review-when-work-takes-a-toxic-turn.html', 'suggested_link_text': 'Read the New York Times Review of Radium Girls'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/22/arts/22radiumpix/merlin_178626894_77fe180c-9268-446a-aba9-3b50a05b74db-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
135,The Place of No Words,,0,Ben Kenigsberg,‘The Place of No Words’ Review: Shared Illusions,"Mark Webber stars with his family in this fantastical, yet charmless, drama.",2020-10-22,2020-10-23,2020-10-22 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/the-place-of-no-words-review.html', 'suggested_link_text': 'Read the New York Times Review of The Place of No Words'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/23/arts/22placeofno-art/22placeofno-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
136,Midnight in Paris,,0,Ben Kenigsberg,‘Midnight in Paris’ Review: Everybody on the Dance Floor,"Shot in 2012, the documentary observes high schoolers in Flint, Mich., as they prepare for their prom.",2020-10-22,,2020-10-22 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/midnight-in-paris-review.html', 'suggested_link_text': 'Read the New York Times Review of Midnight in Paris'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/21/arts/midnight1/midnight1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
137,Over the Moon,PG,0,Natalia Winkelman,"‘Over the Moon’ Review: After Loss, a Lunar Adventure",This animated Netflix adventure falters once its tween heroine touches down on a gaudy moonscape.,2020-10-22,2020-10-23,2020-10-23 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/over-the-moon-review.html', 'suggested_link_text': 'Read the New York Times Review of Over the Moon'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/24/arts/overthemoon1/overthemoon1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
138,Coming Home Again,,0,Glenn Kenny,‘Coming Home Again’ Review: Confronting Mortality Through Cooking,"With his new drama, the director Wayne Wang channels the style and energy of his early, scrappy independent movies.",2020-10-22,2020-10-23,2020-10-22 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/22/movies/coming-home-again-review.html', 'suggested_link_text': 'Read the New York Times Review of Coming Home Again'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/23/arts/22cominghomeagain-art/22cominghomeagain-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
139,Borat Subsequent Moviefilm,R,0,Devika Girish,‘Borat Subsequent Moviefilm’ Review: More Cultural Learnings,"It’s an amusingly harebrained scheme, but there’s nothing in this moviefilm that matches the elegant social experiment of the first.",2020-10-21,2020-10-23,2020-10-24 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/21/movies/borat-subsequent-moviefilm-review.html', 'suggested_link_text': 'Read the New York Times Review of Borat Subsequent Moviefilm'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/23/arts/borat1/borat1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
140,Rebecca,PG-13,0,A.O. Scott,"‘Rebecca’ Review: A Classic Tale, but There’s Only One Hitch","Armie Hammer, Lily James, Kristin Scott Thomas and a lot of nice clothes star in a new adaptation of the Daphne du Maurier novel.",2020-10-21,2020-10-21,2020-10-21 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/21/movies/rebecca-review.html', 'suggested_link_text': 'Read the New York Times Review of Rebecca'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/23/arts/22rebecca/merlin_178627044_47eaeb5f-679a-4fea-bbee-0c818cd07093-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
141,White Noise,,0,Ben Kenigsberg,‘White Noise’ Review: Hearing Dog Whistles Loud and Clear,This feature documentary from The Atlantic profiles three figures associated with the alt-right.,2020-10-21,2020-10-21,2020-10-21 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/21/movies/white-noise-review.html', 'suggested_link_text': 'Read the New York Times Review of White Noise'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/20/arts/whitenoise1/whitenoise1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
142,Belly of the Beast,,1,Lovia Gyarkye,‘Belly of the Beast’ Review: Fighting for Incarcerated Women,"Erika Cohn’s new documentary focuses on the sterilization of women in California prisons, and the battle for a law against the practice.",2020-10-15,,2020-10-15 16:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/belly-of-the-beast-review.html', 'suggested_link_text': 'Read the New York Times Review of Belly of the Beast'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/15/arts/15belly/15belly-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
143,White Riot,,1,Glenn Kenny,‘White Riot’ Review: When Punk’s Stars Banded Against Racism,Rubika Shah’s documentary about the British organization Rock Against Racism is a compelling depiction of political organizing in the 1970s.,2020-10-15,,2020-10-15 11:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/white-riot-review.html', 'suggested_link_text': 'Read the New York Times Review of White Riot'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/16/arts/15white-riot-sub/merlin_178331841_31e5e021-cb2f-44be-af09-0902e353bb26-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
144,Martin Eden,,1,Manohla Dargis,‘Martin Eden’ Review: Reading and Writing His Way Out of the Pit,"In this bold adaptation of the Jack London novel, a young writer suffers, fights and pays as he stands alone against the world.",2020-10-15,2020-10-16,2020-11-12 14:49:30,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/martin-eden-review.html', 'suggested_link_text': 'Read the New York Times Review of Martin Eden'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/14/arts/00martin-eden-promo/merlin_178332207_74a5a117-69bb-4780-9876-5899623b9a28-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
145,The Goddess of Fortune,,0,Glenn Kenny,‘The Goddess of Fortune’ Review: Family Drama Under Sunny Italian Skies,"On the surface, this Ferzan Ozpetek film might seem to be a classic melodrama, but its details are entirely contemporary.",2020-10-15,,2020-10-15 17:40:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/the-goddess-of-fortune-review.html', 'suggested_link_text': 'Read the New York Times Review of The Goddess of Fortune'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/15/arts/15goddessoffortune-art/merlin_178332336_4aea7e1d-1c6d-4ae6-ac0f-7bd55de106eb-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
146,David Byrne's American Utopia,,0,Manohla Dargis,"‘David Byrne’s American Utopia’ Review: Opening a Wide, Wonderful World","Spike Lee joins forces with David Byrne for a joyous concert movie that rocks and delights, sending you high and then higher.",2020-10-15,2020-10-17,2020-10-15 15:46:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/david-byrnes-american-utopia-review.html', 'suggested_link_text': ""Read the New York Times Review of David Byrne's American Utopia""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/16/arts/16davidbyrne1/merlin_178537440_00f3663d-5766-44ae-86ce-f21676bf1423-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
147,Love and Monsters,PG-13,0,Lovia Gyarkye,‘Love and Monsters’ Review: Coming-of-Age After the Apocalypse,The new sci-fi adventure from Michael Matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,2020-10-15,2020-10-16,2020-10-30 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html', 'suggested_link_text': 'Read the New York Times Review of Love and Monsters'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/15/arts/15loveandmonsters-art/15loveandmonsters-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
148,Honest Thief,PG-13,0,Teo Bugbee,‘Honest Thief’ Review: An Utterly Forgettable Thriller,"In the latest Liam Neeson film, an honorable crook faces off against crooked cops.",2020-10-15,2020-10-16,2020-11-12 14:49:32,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/honest-thief-review.html', 'suggested_link_text': 'Read the New York Times Review of Honest Thief'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/15/arts/15honestthief-art/15honestthief-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
149,The Devil Has a Name,R,0,Ben Kenigsberg,‘The Devil Has a Name’ Review: A Little Guy Takes On Big Oil,A farmer sues an oil company in this well-meaning but muddled drama directed by Edward James Olmos.,2020-10-15,2019-08-04,2020-10-15 11:04:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/the-devil-has-a-name-review.html', 'suggested_link_text': 'Read the New York Times Review of The Devil Has a Name'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/15/arts/15devilhasaname-art/merlin_178332309_01e894f8-524b-4e21-893e-d893c1316cd6-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
150,Shithouse,R,0,Ben Kenigsberg,"Review: College Is Hard, but Less So in This Mopey Talkathon","Cooper Raiff wrote, directed and stars in his first feature film, which is both more and less than it appears.",2020-10-15,2020-10-16,2020-10-21 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/shithouse-review.html', 'suggested_link_text': 'Read the New York Times Review of Shithouse'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/16/arts/15shithouse-art/15shithouse-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
151,Freedia Got a Gun,,0,Kyle Turner,‘Freedia Got a Gun’ Review: A Musician Makes a Call to Action,"In this documentary, the performer Big Freedia tackles the epidemic of gun violence in New Orleans.",2020-10-15,,2020-10-15 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/freedia-got-a-gun-review.html', 'suggested_link_text': 'Read the New York Times Review of Freedia Got a Gun'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/12/arts/freedia1/freedia1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
152,Clouds,PG-13,0,Amy Nicholson,‘Clouds’ Review: A Farewell Through Song,"This tear-jerking biopic looks back at the life of Zach Sobiech, a teenage musician who died of a rare bone cancer in 2013.",2020-10-15,2020-10-16,2020-10-15 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/15/movies/clouds-review.html', 'suggested_link_text': 'Read the New York Times Review of Clouds'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/17/arts/clouds1/clouds1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
153,Blackpink: Light Up the Sky,TV-14,0,Natalia Winkelman,‘Blackpink: Light Up the Sky’ Review: Glowing Young Superstars,The idolized K-pop girl group takes center stage in this endearing documentary that emphasizes each member’s individuality.,2020-10-14,2020-10-14,2020-10-14 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/14/movies/blackpink-light-up-the-sky-review.html', 'suggested_link_text': 'Read the New York Times Review of Blackpink: Light Up the Sky'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/15/arts/blackpink1/blackpink1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
154,Evil Eye,Not Rated,0,Glenn Kenny,‘Evil Eye’ Review: The Man of a Mother’s Dreams May Not Be Mr. Right,Is there something sinister about the well-heeled suitor of a faraway daughter in New Orleans?,2020-10-13,2020-10-13,2020-10-13 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/13/movies/evil-eye-review.html', 'suggested_link_text': 'Read the New York Times Review of Evil Eye'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/12/arts/12evil-eye/12evil-eye-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
155,Totally Under Control,,0,Ben Kenigsberg,‘Totally Under Control’ Review: In the Middle of a Pandemic Response,Alex Gibney’s film arrives early in an inevitable wave of Covid-19 documentaries.,2020-10-13,2020-10-13,2020-10-13 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/13/movies/totally-under-control-review.html', 'suggested_link_text': 'Read the New York Times Review of Totally Under Control'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/12/arts/totally1/totally1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
156,Nocturne,Not Rated,0,Devika Girish,‘Nocturne’ Review: On a Low Note,"Contrivances are par for the course in the horror genre, but this film lacks the stylistic flair to make them fun.",2020-10-13,2020-10-13,2020-10-13 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/10/13/movies/nocturne-review.html', 'suggested_link_text': 'Read the New York Times Review of Nocturne'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/10/12/arts/nocturne1/nocturne1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
