,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
82,Doctor Sleep,2019,R,08 Nov 2019,152 min,"Drama, Fantasy, Horror",Mike Flanagan,"Mike Flanagan, Stephen King","Ewan McGregor, Rebecca Ferguson, Kyliegh Curran","On highways across America, a tribe of people called The True Knot travel in search of sustenance. They look harmless-mostly old, lots of polyester, and married to their RVs. But as Dan Torrance knows, and tween Abra Stone learns, The True Knot are quasi-immortal, living off the ""steam"" that children with the ""shining"" produce when they are slowly tortured to death. Haunted by the inhabitants of the Overlook Hotel where he spent one horrific childhood year, Dan has been drifting for decades, desperate to shed his father's legacy of despair, alcoholism, and violence. Finally, he settles in a New Hampshire town, an AA community that sustains him, and a job at a nursing home where his remnant ""shining"" power provides the crucial final comfort to the dying. Aided by a prescient cat, he becomes ""Doctor Sleep."" Then Dan meets the evanescent Abra Stone, and it is her spectacular gift, the brightest shining ever seen, that reignites Dan's own demons and summons him to a battle for Abra's soul and survival.",English,"United Kingdom, United States",9 wins & 37 nominations,https://m.media-amazon.com/images/M/MV5BYmY3NGJlYTItYmQ4OS00ZTEwLWIzODItMjMzNWU2MDE0NjZhXkEyXkFqcGdeQXVyMzQzMDA3MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.3,"170,888",tt5606664,movie,07 Nov 2019,"$31,581,712",N/A,N/A,True,
83,Midway,2019,PG-13,08 Nov 2019,138 min,"Action, Drama, History",Roland Emmerich,Wes Tooke,"Ed Skrein, Patrick Wilson, Woody Harrelson","MIDWAY centers on the Battle of Midway, a clash between the American fleet and the Imperial Japanese Navy which marked a pivotal turning point in the Pacific Theater during WWII. The film, based on the real-life events of this heroic feat, tells the story of the leaders and soldiers who used their instincts, fortitude and bravery to overcome the odds.","English, Japanese, Mandarin","United States, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BYzA5Y2Q2YjktZDYwMi00NTdmLThlMjctMmY5NDgwOWRhZDUxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.7,"77,175",tt6924650,movie,08 Nov 2019,"$56,846,802",N/A,N/A,True,
84,The Kingmaker,2019,R,08 Nov 2019,101 min,"Documentary, Biography, History",Lauren Greenfield,Lauren Greenfield,"Imelda Marcos, Etta Rosales, Ferdinand Marcos","An extraordinary look into the controversial political career of Imelda Marcos. As the former first lady of the Philippines, Imelda Marcos is best known for her opulent lifestyle, but it was her behind-the-scenes influence of her husband's presidency that rocketed her to the global political forefront. A journey through the Marcos family's long history of corruption, extravagance and brutality, this documentary tells a cautionary tale of a powerful female leader whose questionable sense of reality divided a nation.",English,"Denmark, United States",2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjNjODhhOWYtN2JjOC00Y2JjLWJmODgtYjBjMjE0MTQwZjVhXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.6,"2,029",tt5105734,movie,28 Feb 2020,"$122,587",N/A,N/A,True,
85,Marriage Story,2019,R,06 Dec 2019,137 min,"Comedy, Drama, Romance",Noah Baumbach,Noah Baumbach,"Adam Driver, Scarlett Johansson, Julia Greer","MARRIAGE STORY is Academy Award nominated filmmaker Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together. The film stars Scarlett Johansson and Adam Driver. Laura Dern, Alan Alda, and Ray Liotta co-star.","English, Spanish","United Kingdom, United States",Won 1 Oscar. 128 wins & 273 nominations total,https://m.media-amazon.com/images/M/MV5BZGVmY2RjNDgtMTc3Yy00YmY0LTgwODItYzBjNWJhNTRlYjdkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.9,"280,085",tt7653254,movie,06 Dec 2019,N/A,N/A,N/A,True,
86,American Dharma,2018,R,01 Nov 2019,95 min,"Documentary, Biography",Errol Morris,N/A,"Steve Bannon, Bill Clinton, Hillary Clinton","A portrait of controversial political strategist and former Donald Trump advisor, Steve Bannon.",English,"United Kingdom, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BYmM5Njg3NWQtNTI0Yi00MDRkLWEwODEtMDRlMzViMTJmZDU3XkEyXkFqcGdeQXVyNDA3MDgzOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.0,828,tt8804284,movie,30 Jan 2020,"$51,891",N/A,N/A,True,
87,Harriet,2019,PG-13,01 Nov 2019,125 min,"Action, Biography, Drama",Kasi Lemmons,"Gregory Allen Howard, Kasi Lemmons","Cynthia Erivo, Janelle Monáe, Leslie Odom Jr.","Based on the thrilling and inspirational life of an iconic American freedom fighter, Harriet tells the extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.",English,"China, United States",Nominated for 2 Oscars. 21 wins & 54 nominations total,https://m.media-amazon.com/images/M/MV5BNmE1Y2JjMDEtZDAyOC00NjFiLWJlNjAtMjA3MDMzZGUxMDViXkEyXkFqcGdeQXVyMTA2MDQ3MTQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"23,920",tt4648786,movie,01 Nov 2019,"$43,082,155",N/A,N/A,True,
88,American Son,2019,TV-MA,01 Nov 2019,90 min,Drama,Kenny Leon,Christopher Demos-Brown,"Kerry Washington, Steven Pasquale, Jeremy Jordan","Frantic with worry, Kendra Ellis-Connor (Kerry Washington) paces the waiting area of a Miami police station. Her 18-year-old son Jamal, a top student about to enter West Point, went out with friends early in the evening and, uncharacteristically, has neither returned nor contacted her. As she waits for her estranged husband Scott (Steven Pasquale), Kendra is interviewed by Officer Paul Larkin (Jeremy Jordan), who assures her that his questions about whether Jamal has priors, a street name, or gold teeth are strictly protocol and not racist. Larkin suddenly discloses new details regarding Jamal's whereabouts when Scott arrives, not initially realizing that this white FBI agent is Jamal's father. As the three hash it out in the otherwise deserted waiting area, urgent questions arise concerning the degree to which race, gender, and class play into police procedure.",English,United States,Nominated for 1 Primetime Emmy. 7 nominations total,https://m.media-amazon.com/images/M/MV5BMDk1Y2UyMTgtNGQyYi00OGViLWFlODUtMDY3ZmYwYmQ4MWVkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.8,"6,726",tt9664078,movie,01 Nov 2019,N/A,N/A,N/A,True,
89,Light from Light,2019,Not Rated,01 Nov 2019,82 min,Drama,Paul Harrill,Paul Harrill,"Marin Ireland, Jim Gaffigan, Josh Wiggins","A single mom and part-time paranormal investigator is asked to look into a possible ""haunting"" at a widower's farmhouse in East Tennessee.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMDIxODJlY2QtYTU3YS00NTI4LWI3NWUtYmRkYTc3YmNkNDkyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,5.9,642,tt9358160,movie,31 Mar 2020,"$24,808",N/A,N/A,True,
90,Motherless Brooklyn,2019,R,01 Nov 2019,144 min,"Crime, Drama, Mystery",Edward Norton,"Edward Norton, Jonathan Lethem","Edward Norton, Gugu Mbatha-Raw, Alec Baldwin","Set against the backdrop of 1950s New York, ""Motherless Brooklyn"" follows Lionel Essrog (Norton), a lonely private detective afflicted with Tourette's Syndrome, as he ventures to solve his friend's murder. Armed only with a few clues and the powerful engine of his obsessive mind, Lionel unravels closely-guarded secrets that hold the fate of the whole city in the balance.","English, French",United States,2 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BNzQ0Mjk1YjItNWI1Ny00NWE2LWFlYTAtYjViY2YzMTVlOGVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.8,"52,535",tt0385887,movie,01 Nov 2019,"$9,277,736",N/A,N/A,True,
91,The Apollo,2019,TV-MA,22 Nov 2020,102 min,Documentary,Roger Ross Williams,"Cassidy Hartmann, Jean Tsien, Roger Ross Williams","Cholly Atkins, Florence Ballard, Angela Bassett",The history of New York City's Apollo Theater in Harlem is given the full treatment.,English,United States,Won 1 Primetime Emmy. 1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNDM2ZjdmOTItODg2My00N2YyLWE1MTktYWM4YTVlNmI4YjkyXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.5,583,tt7935908,movie,14 Nov 2019,N/A,N/A,N/A,True,
92,Adopt a Highway,2019,Not Rated,01 Nov 2019,81 min,Drama,Logan Marshall-Green,Logan Marshall-Green,"Ethan Hawke, Elaine Hendrix, Christopher Heyerdahl","About a convict -Russ Millings - who has just been released from prison after serving 20 years for possessing an ounce of marijuana. The world outside, changed beyond his recognition, seems like seen through a glass pane and moves at a different pace. He diligently fulfills his tasks, but human contact is a forgotten and scary concept to him. Still on parole and working in a burger joint, one night he finds an abandoned baby in a dumpster. Unsure of what to do, and caught between being overwhelmed by affection and panic, Russ starts to 'thaw'. He finally finds connection to another human - and himself, through this baby which is lost, cast out and ignorant of the world around her- like him. He dares to come out of his emotional shell and go on the journey to retrace his past persona from that distant time 'before' , when he was Russky: A person, a son, a man and not a subject.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmY2YmFkNGEtYTJiNy00MjViLWJhZjYtYzljNGFiZDcyMGI0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.3,"3,854",tt8970448,movie,01 Nov 2019,N/A,N/A,N/A,True,
93,To Be of Service,2019,N/A,01 Nov 2019,88 min,Documentary,Josh Aronson,Josh Aronson,"Brittany Barry, Phil Bauer, Jon Bowersox","A documentary film about veterans with PTSD who find that, after other treatments fall short, a service dog helps them return to an independent-feeling life.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjA0MTcxYjctYTIwNC00ZjYxLWExOTAtMWRiODIyM2E5MjA1XkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,83,tt10413458,movie,N/A,"$6,173",N/A,N/A,True,
94,Gay Chorus Deep South,2019,TV-14,01 Nov 2019,100 min,"Documentary, Music",David Charles Rodrigues,"Jeff Seymann Gilbert, David Charles Rodrigues","Tim Seelig, Chris Verdugo, Ashle Blow","Led by Gay Chorus Conductor Dr. Tim Seelig and joined by The Oakland Interfaith Gospel Choir; the tour brings a message of music, love and acceptance to communities and individuals confronting intolerance. Over 300 singers travelled from Mississippi to Tennessee through the Carolinas and over the bridge in Selma. They performed in churches, community centers and concert halls in hopes of uniting us in a time of difference. The journey also challenges Tim and other Chorus members who fled the South to confront their own fears, pain and prejudices on a journey towards reconciliation. The conversations and connections that emerge offer a glimpse of a less divided America, where the things that divide us-faith, politics, sexual identity-are set aside by the soaring power of music, humanity and a little drag.",English,United States,12 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BNWYwNTFkNjItYTkyZC00MzkxLWJkN2QtNzQ5ZWQ4ZWIzODFiXkEyXkFqcGdeQXVyNzY1NTQwOTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.5,220,tt8840232,movie,N/A,N/A,N/A,N/A,True,
95,Queen of Hearts,2019,NC-17,19 Nov 2019,127 min,Drama,May el-Toukhy,"Maren Louise Käehne, May el-Toukhy","Trine Dyrholm, Gustav Lindh, Magnus Krepper","Anne, a successful lawyer, lives in a beautiful modernist home with her two daughters and physician husband, Peter. Yet when Gustav, Peter's troubled teenage son from another relationship, comes to live with them, she forms an intimate bond with him that jeopardizes her perfect life. And what initially seems like a liberating move for her soon turns into a disturbing story of power, betrayal, and responsibility with devastating consequences.","Danish, Swedish, English","Denmark, Sweden",25 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BNDA4Mjc0MGMtYmZmYS00YmU4LTk3NzItMDM3NjczYTk3ZDA3XkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.1,"10,068",tt8378126,movie,22 Nov 2019,N/A,N/A,N/A,True,
96,Cubby,2019,Unrated,01 Nov 2019,83 min,"Comedy, Drama, Fantasy","Mark Blane, Ben Mankoff",Mark Blane,"Patricia Richardson, Mark Blane, Jeanine Serralles","A 26 year-old from the Midwest moves to New York City to find hope and self-discipline through his friendship with a precocious six year old and the adult superhero Leather-Man, who is conjured from a psychedelic cupcake.",English,United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BZTQ3MjM0YzgtMGUwNi00MDM2LTkxZWMtYjBjYzMyY2QxYTVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",N/A,5.1,240,tt5754850,movie,15 Nov 2019,N/A,N/A,N/A,True,
97,Terminator: Dark Fate,2019,R,01 Nov 2019,128 min,"Action, Adventure, Sci-Fi",Tim Miller,"David S. Goyer, Justin Rhodes, Billy Ray","Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis","A young female Mexican worker, Dani Ramos, is hunted down by a virtually indestructible terminator from the future called a REV-9. However, she is protected by an enhanced human named Grace who is also from the future. They flee from the unstoppable terminator and, out of the blue, Sarah Connor helps them on the road. All three head to Laredo, Texas, where Grace has the coordinates of a possible support and where they meet a T-800 who is living in an isolated location with his family. The group teams up to try to destroy the REV-9.","English, Spanish","United States, Spain, Hungary",1 win & 12 nominations,https://m.media-amazon.com/images/M/MV5BOWExYzVlZDgtY2E1ZS00NTFjLWFmZWItZjI2NWY5ZWJiNTE4XkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.2,"165,064",tt6450804,movie,01 Nov 2019,"$62,253,077",N/A,N/A,True,
98,Redoubt,2019,Unrated,11 Jan 2020,134 min,Drama,Matthew Barney,Matthew Barney,"Matthew Barney, Eleanor Bauer, K.J. Holmes","Set in Idaho's Sawtooth Mountain range, REDOUBT composites elements from classical mythology and cosmological mysteries while tracking Manifest Destiny's continued influence on the American landscape. REDOUBT loosely adapts the myth of the Roman goddess Diana - also known as Greek goddess Artemis, patroness of the moon, wild animals, and wilderness - tracking her orchestrated punishment of legendary hunter Actaeon. In Barney's microcosmic staging of the myth, characters wordlessly communicate and attempt to define their place in the natural world through the art of choreographed processes while attendant bands of nymphs interpret their environs, encircling their stealthy huntress while Barney electroplates the cosmos.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDViMzY4ZWUtOGQ3My00ZTc4LTkyMDItZDFmYzk3MWU1OGI4XkEyXkFqcGdeQXVyMjIxMTU3MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,96,tt11197874,movie,N/A,"$33,155",N/A,N/A,True,
99,Synonyms,2019,Unrated,25 Oct 2019,123 min,"Comedy, Drama",Nadav Lapid,"Nadav Lapid, Haim Lapid","Tom Mercier, Quentin Dolmaire, Louise Chevillotte","Yoav, a young Israeli man, has a one-way ticket to Paris believing France to be his salvation from what he sees as the madness of his country. Things don't get off to a great start as he discovers his living arrangement is unfit for living, yet his grandiose expectations leave no room for a failure to adapt. Wholehearted in his resolution to erase his Jewish-Israeli origins, he refuses to speak Hebrew and obsessively studies his constant companion, a French dictionary. He develops a particularly strong bond with his privileged neighbor who symbolizes - to Yoav - the French promise of fraternité. Nothing can extinguish Yoav's determination to be thoroughly French. Based on the real-life experiences of writer-director Nadav Lapid, SYNONYMS explores the conflicted realm of fervent Nationalism and the challenges of putting down roots in a foreign land.","French, Hebrew, English","France, Israel, Germany",5 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMzBlMTJlNGMtOWQ5Zi00NzUzLTljNGUtYmUwYzI3NDFhMzlmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,6.4,"5,476",tt7016254,movie,N/A,"$206,003",N/A,N/A,True,
100,Black and Blue,2019,R,25 Oct 2019,108 min,"Action, Thriller",Deon Taylor,Peter A. Dowling,"Naomie Harris, Tyrese Gibson, Frank Grillo","'Black and Blue' is an action thriller about a rookie cop (Naomie Harris) who inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her (Tyrese Gibson) as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMmZhZmQ1YjYtMmZkZC00ZTIxLTg5YTctMDczZGJmZTllYjBkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.4,"20,789",tt7390646,movie,26 Oct 2019,"$22,055,313",N/A,N/A,True,
101,Western Stars,2019,PG,25 Oct 2019,83 min,"Documentary, Music","Bruce Springsteen, Thom Zimny",N/A,"Patti Scialfa, Bruce Springsteen",Live concert performance of Bruce Springsteen singing songs from his album 'Western Stars'.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNDk2ZjY1MjgtOTEzZi00MWZjLTg5ZmItNDgzMTNmM2QxYTA4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.5,"1,728",tt10687158,movie,26 Oct 2019,"$1,581,681",N/A,N/A,True,
102,Making Waves: The Art of Cinematic Sound,2019,Unrated,25 Oct 2019,94 min,Documentary,Midge Costin,Bobette Buster,"Gary Rydstrom, Steven Spielberg, Teresa Eckton","An exploration of the history, artistry, and emotional power of cinema sound, as revealed by legendary sound designers and visionary directors, via interviews, clips from movies, and a look at their actual process of creation and discovery.",English,United States,1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BYzgzZmYyMjgtMGQ4Yi00OGIzLWEzN2QtMTRmN2I5MDZmOTJmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.6,"1,616",tt3856408,movie,11 Feb 2020,"$53,144",N/A,N/A,True,
103,Burning Cane,2019,TV-MA,06 Nov 2019,77 min,Drama,Phillip Youmans,Phillip Youmans,"Wendell Pierce, Karen Kaia Livers, Dominique McClellan","Amongst the cane fields of rural Louisiana, an aging mother struggles between her religious convictions and the love of her son.",English,United States,4 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BOGIxMWEyZmItZThjOS00ZWE5LTk0NGUtYzAwNGVhZmQzODBmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,5.5,618,tt7358154,movie,06 Nov 2019,N/A,N/A,N/A,True,
104,The Kill Team,2019,R,25 Oct 2019,87 min,"Action, Biography, Drama",Dan Krauss,Dan Krauss,"Nat Wolff, Alexander Skarsgård, Adam Long",A young American soldier in Afghanistan is disturbed by his commanding officer's behavior and is faced with a moral dilemma.,English,"United Kingdom, Spain, United States",N/A,https://m.media-amazon.com/images/M/MV5BNTgxNmY2MDAtM2QzYS00MmNmLTk2NWYtNDA1NzRiOGM4MzQwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.0,"4,461",tt6196936,movie,22 Oct 2019,N/A,N/A,N/A,True,
105,Farming,2018,R,25 Oct 2019,101 min,Drama,Adewale Akinnuoye-Agbaje,Adewale Akinnuoye-Agbaje,"Leke Adebayo, Ademola Adedoyin, Adejola Adeyemi","Based on the writer/director's childhood, FARMING tells story of a young Nigerian boy, 'farmed out' by his parents to a white British family in the hope of a better future. Instead, he becomes the feared leader of a white skinhead gang.",English,"United Kingdom, Nigeria, United States, France",3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYmE2Mzc4MzAtYTYzOC00MTE2LTkwZTMtODE5OTlhNGFhNDFjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.0,"1,296",tt1127881,movie,25 Oct 2019,N/A,N/A,N/A,True,
106,The Great Alaskan Race,2019,PG,25 Oct 2019,87 min,"Action, Adventure, Drama",Brian Presley,Brian Presley,"Brian Presley, Treat Williams, Brad Leland","In 1925's historic great race of mercy, a group of brave mushers travel 700 miles to save the small children of Nome, Alaska from a deadly epidemic.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzY2NDFhYzctM2ZmMi00MmU3LWJkOWMtM2UyYzQzYzZmYjQzXkEyXkFqcGdeQXVyMTA0NTU3MDYz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.4,529,tt7066546,movie,26 Jan 2020,"$485,603",N/A,N/A,True,
107,Portals,2019,N/A,25 Oct 2019,85 min,"Horror, Sci-Fi","Gregg Hale, Liam O'Donnell, Eduardo Sánchez","Sebastian Bendix, Liam O'Donnell, Timo Tjahjanto","Neil Hopkins, Ruby O'Donnell, Phet Mahathongdy","This genre-bending anthology takes place during a series of world-wide blackouts, after which millions of mysterious cosmic anomalies appear everywhere across the planet. While many flee from the objects, the real terror sets in as people are drawn toward - and into - them.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTc1NDMxYzYtOTJjOC00YTQ2LTg4NWEtYzJmZmU2ZmY2N2ZiXkEyXkFqcGdeQXVyNjI2ODQwNzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,3.1,792,tt10327842,movie,N/A,N/A,N/A,N/A,True,
108,The Gallows Act II,2019,R,25 Oct 2019,99 min,"Horror, Mystery, Thriller","Travis Cluff, Chris Lofing","Chris Lofing, Travis Cluff","Ema Horvath, Chris Milligan, Brittany Falardeau","After Auna Rue, a teenage vlogger/aspiring actress, logs onto a sinister website, she's soon trapped in the malevolent world of a cursed stage play, The Gallows. After performing a passage from the play for her tiny online fan base, Auna instantly achieves the stardom she seeks-as well as a twisted challenge from a deadly spirit (The Hangman) in this nightmarish supernatural thriller from the company that brought you Paranormal Activity and Insidious.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjk0Nzg5MmUtZTcxYy00MDc0LWI2M2EtZjM3NDRkYTZmMDRjXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,"1,896",tt7473716,movie,N/A,N/A,N/A,N/A,True,
109,The Current War: Director's Cut,2017,PG-13,25 Oct 2019,102 min,"Biography, Drama, History",Alfonso Gomez-Rejon,Michael Mitnick,"Benedict Cumberbatch, Oliver Powell, Sophia Ally","Three brilliant visionaries set off in a charged battle for the future in The Current War, the epic story of the cutthroat competition that literally lit up the modern world. Benedict Cumberbatch is Thomas Edison, the celebrity inventor on the verge of bringing electricity to Manhattan with his radical new DC technology. On the eve of triumph, his plans are upended by charismatic businessman George Westinghouse (Michael Shannon), who believes he and his partner, the upstart genius Nikola Tesla (Nicholas Hoult), have a superior idea for how to rapidly electrify America: with AC current. As Edison and Westinghouse grapple for who will power the nation, they spark one of the first and greatest corporate feuds in American history, establishing for future Titans of Industry the need to break all the rules. Directed by Alfonso Gomez-Rejon (Me and Earl and the Dying Girl) with Producer Timur Bekmambetov, Basil Iwanyk and Executive Producer Martin Scorsese, The Current War also stars Katherine Waterston, Tom Holland, Matthew Macfadyen and Tuppence Middleton.","English, Spanish","United States, Russia, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BYWIxOWU4OGUtMTY1Ny00YmY3LWFhOTgtNzk3NmExYjUwMTFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"25,348",tt2140507,movie,N/A,"$5,979,540",N/A,N/A,True,
