,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
93,Paranormal Activity: Next of Kin,2021,R,29 Oct 2021,98 min,"Horror, Mystery, Thriller",William Eubank,"Christopher Landon, Oren Peli","Emily Bader, Roland Buck III, Dan Lippert","Margot, a standard young adult with a dark past. As such, she takes advantage of the Internet to look into her ancestry. Margot turns out to be related to an Amish man named Samuel , who may have some answers or information about why her mother abandoned her as a baby. Together with her friends Chris and Dale , they set out to the middle of nowhere to make a documentary about where she comes from.","English, German",United States,N/A,https://m.media-amazon.com/images/M/MV5BYTI0YjQ1OWItZTI4NS00MDY4LWE1OWMtMWJlMjIzY2VkNDMzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.2,"6,327",tt10515988,movie,N/A,N/A,N/A,N/A,True,
94,Chess of the Wind,1976,N/A,18 Aug 2021,93 min,Drama,Mohammad Reza Aslani,Mohammad Reza Aslani,"Fakhri Khorvash, Mohamad Ali Keshavarz, Akbar Zanjanpour",The first lady of a noble house has died and now there is conflict between the remainders for taking over her inheritance.,Persian,Iran,1 nomination,https://m.media-amazon.com/images/M/MV5BYjBkMjFhODUtZGJkMy00NmI0LWI0ZmYtODM5ODgwZDI2YWI5XkEyXkFqcGdeQXVyNDE0ODA1Njg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,483,tt0318069,movie,N/A,N/A,N/A,N/A,True,
95,Last Night in Soho,2021,R,29 Oct 2021,116 min,"Drama, Horror, Mystery",Edgar Wright,"Edgar Wright, Krysty Wilson-Cairns","Thomasin McKenzie, Anya Taylor-Joy, Matt Smith","In acclaimed director Edgar Wright's psychological thriller, Eloise, an aspiring fashion designer, is mysteriously able to enter the 1960s where she encounters a dazzling wannabe singer, Sandie. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something far darker.",English,United Kingdom,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BZjgwZDIwY2MtNGZlNy00NGRlLWFmNTgtOTBkZThjMDUwMGJhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.3,"38,973",tt9639470,movie,N/A,"$10,005,075",N/A,N/A,True,
96,Speer Goes to Hollywood,2020,N/A,11 Nov 2021,97 min,"Documentary, Biography",Vanessa Lapa,"Joelle Alexis, Vanessa Lapa",Albert Speer,"Albert Speer is an enigma. The highest-ranking Nazi in Nuremberg to be spared the death sentence, Speer was one of Hitler's closest confidants and his chief architect, tasked with rebuilding Berlin as the capital of a global empire. Appointed Minister of Armaments and War production in 1942, Speer was responsible for 12 million slave laborers. And yet, even now, he has the reputation of being ""the good Nazi"" - a myth he carefully constructed himself. The film meets its protagonist in 1971, while Speer was working on a screenplay for Paramount Pictures, based on his memoir ""Inside the Third Reich"". Based on forty hours of unpublished audio cassettes, recorded by screenwriter Andrew Birkin, it features Speer's callous attempt to whitewash his past with a feature film. The audio narrative is supplemented by rare archival footage, from before and during World War II, during the Nuremberg Trials and later, during Speer's retirement as a semi-reclusive country gentleman. At times juxtaposed and at times interwoven, those three timelines form the narrative of the film that provides ironic and chilling tension. Speer Goes to Hollywood is the film that Speer never made. Thanks to the cassettes, he is the narrator of his own life story, but in a way that he never imagined. The rare archival materials selected to illustrate his account offer us a chance to look beyond his words to ponder whether this eloquent but ultimately self-serving narcissist was recording history or recording his story?","English, German, French",Israel,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNWZmNGNhNTctMzM5ZS00ODQwLTgxYWMtZDIzYWUyYmM0Yjc2XkEyXkFqcGdeQXVyNjE4OTU2MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.4,54,tt11771734,movie,N/A,N/A,N/A,N/A,True,
97,The Souvenir: Part II,2021,R,21 Jan 2022,107 min,Drama,Joanna Hogg,Joanna Hogg,"Tilda Swinton, Honor Swinton Byrne, James Spencer Ashworth","In the aftermath of her tumultuous relationship, Julie begins to untangle her fraught love for him in making her graduation film, sorting fact from his elaborately constructed fiction.",English,United Kingdom,1 win & 13 nominations,https://m.media-amazon.com/images/M/MV5BODllMjY0MWYtNTMzMi00MDU4LTllZjItY2ViMDkwNDRmZTI0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.9,391,tt6992978,movie,N/A,"$98,929",N/A,N/A,True,
98,Soul,2021,N/A,31 Jan 2021,3 min,"Animation, Short, Drama",Mohamad Shammaa,Mohamad Shammaa,Zakaria Sabbagh Sharabati,A lost soul reach its final existence after a journey full of faith and sadness.,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BNzMwNGEzMDEtM2MwNS00MmI3LWFhNjEtOGVmYzhjYzhlMzk2XkEyXkFqcGdeQXVyNjQxMzA4MzI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13949824,movie,N/A,N/A,N/A,N/A,True,
99,A Mouthful of Air,2021,R,29 Oct 2021,105 min,Drama,Amy Koppelman,Amy Koppelman,"Jennifer Carpenter, Britt Robertson, Amanda Seyfried","Julie Davis writes bestselling children's books about unlocking your fears, but has yet to unlock her own. When her daughter is born, that trauma is brought to the fore, and with it, a crushing battle to survive.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTlmYjQwNjAtMTY0Yi00ZjJmLThmNTktZWUwYzNmYTQ3YjA2XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.3,202,tt10925852,movie,N/A,"$269,435",N/A,N/A,True,
100,Violet,2021,R,05 Nov 2021,92 min,Drama,Justine Bateman,Justine Bateman,"Olivia Munn, Luke Bracey, Justin Theroux","Violet realizes that her entire life is built on fear-based decisions, and must do everything differently to become her true self.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZGE5NmQ3YTktY2Q1ZC00MWMwLTkxMGMtZDI5MDdmYzFhNDkzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,5.6,406,tt6852672,movie,N/A,N/A,N/A,N/A,True,
101,Cicada,2021,N/A,15 Jul 2021,17 min,Short,Daewoen Yoon,Daewoen Yoon,Nina Kim,"Chang-hyeon, a transgender prostitute encounters a visitor who seems both familiar and alienated to him.",N/A,South Korea,2 nominations,https://m.media-amazon.com/images/M/MV5BMTUwMWQzMzgtMzAyOC00YWJkLTgwM2ItODEwYzZhMTlmM2FmXkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt15017380,movie,N/A,N/A,N/A,N/A,True,
102,Snakehead,2021,N/A,22 Aug 2021,89 min,"Action, Crime, Drama",Evan Jackson Leong,Evan Jackson Leong,"Shuya Chang, Devon Diep, Sung Kang",A Chinese immigrant get caught up in an international crime ring of human smuggling while attempting to make a better life for her family.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZjBmMzAyMTQtODA0NC00ODNkLTliNWUtNjYyOWZhZGZhZmExXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,5.1,428,tt4181232,movie,N/A,N/A,N/A,N/A,True,
103,How They Got Over,2018,N/A,28 Jan 2018,87 min,"Documentary, Music",Robert Clem,Robert Clem,"Sky Lakota-Lynch, John Anantua, Otis Clay, Clarence Fountain",How African Americans created the upbeat musical form that started out as gospel quartet music and became rock and roll.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTRmNmRhY2ItZGZhYy00MTMyLWFjNjAtMjVmYzk0NDA4MGU3XkEyXkFqcGdeQXVyMjU3MjAyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,9,tt6839684,movie,N/A,N/A,N/A,N/A,True,
104,The Spine of Night,2021,N/A,18 Mar 2021,93 min,"Animation, Action, Fantasy","Philip Gelatt, Morgan Galen King","Philip Gelatt, Morgan Galen King","Richard E. Grant, Lucy Lawless, Patton Oswalt","Ultra-violent, epic fantasy set in a land of magic follows heroes from a different eras and cultures battling against a malevolent force.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZTA2MGI3MGYtMDJkZi00MDRmLTlhOTEtYjgyNTg0YzEwNmM2XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.2,480,tt3885422,movie,N/A,N/A,N/A,N/A,True,
105,Joy Ride,2001,R,05 Oct 2001,97 min,"Action, Mystery, Thriller",John Dahl,"Clay Tarver, J.J. Abrams","Steve Zahn, Paul Walker, Leelee Sobieski","College student Lewis decides to drive across the country to see Venna, a friend who doesn't know that Lewis is interested in her romantically. Unfortunately for his plans, Lewis gets saddled with his raucous-spirited older brother, Fuller, whose on-the-road pranks get the brothers and Venna sucked into a nightmare when a psychopathic truck driver takes offense.",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BMzQ2N2NlNWQtY2Q1Mi00ZTc3LWE5YmMtNGVjMjYxODRjOGZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,"67,174",tt0206314,movie,14 Oct 2003,"$21,974,919",N/A,N/A,True,
106,Army of Thieves,2021,TV-MA,29 Oct 2021,127 min,"Action, Comedy, Crime",Matthias Schweighöfer,"Zack Snyder, Shay Hatten","Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee","A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.","English, French, German, Czech, Portuguese","Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BZGRlODFlNTItZWFhZS00NjU5LTliNDUtNjUxMGJhMGZhYjFmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.4,"53,115",tt13024674,movie,N/A,N/A,N/A,N/A,True,
107,My Hero Academia: World Heroes' Mission,2021,N/A,29 Oct 2021,104 min,"Animation, Action, Adventure",Kenji Nagasaki,"Kôhei Horikoshi, Jeramey Kraatz, Yôsuke Kuroda","Daiki Yamashita, Nobuhiko Okamoto, Yûki Kaji","When a cult of terrorists ruins a city by releasing a toxin that causes people's abilities to spiral out of control, Japan's greatest heroes spread around the world in an attempt to track down the mastermind and put him to justice.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNTBhYjYzZjEtOTU0OC00N2Q3LTgzYzgtNTk2NDRmNzZhMjFmXkEyXkFqcGdeQXVyNTkyODc5MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.5,"1,487",tt13544716,movie,N/A,"$9,767,647",N/A,N/A,True,
108,Antlers,2021,R,29 Oct 2021,99 min,"Drama, Horror, Mystery",Scott Cooper,"Henry Chaisson, Nick Antosca, Scott Cooper","Keri Russell, Jesse Plemons, Jeremy T. Thomas","In an isolated Oregon town, a middle-school teacher and her sheriff brother become embroiled with her enigmatic student, whose dark secrets lead to terrifying encounters with an ancestral creature.",English,"United States, Mexico, Canada",N/A,https://m.media-amazon.com/images/M/MV5BY2UzODAyNjktN2MwYy00M2RkLThiOTEtMjU1MTgxY2EzM2YyXkEyXkFqcGdeQXVyODk5MDA0MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.3,"5,575",tt7740510,movie,N/A,"$10,070,825",N/A,N/A,True,
109,Only the Animals,2019,N/A,15 Oct 2021,117 min,"Crime, Drama, Mystery",Dominik Moll,"Colin Niel, Dominik Moll, Gilles Marchand","Denis Ménochet, Laure Calamy, Damien Bonnard","A woman is missing. Following a snowstorm, her car is found on the road up to a plateau where a few isolated farms struggle to survive. While the gendarmes have no leads, five people know that they are linked to this disappearance. They all have their secrets, but no one suspects that the whole story began far from this mountain swept by winter winds, on another continent where the sun beats down and where poverty does not prevent desire from dictating its laws.","French, Nushi","France, Germany",3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjJkMDgzNzUtZWQwMi00ZWNmLWJhYTMtZmRkMmEwZTM2YTg1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.0,"4,610",tt10409498,movie,30 Nov 2021,"$9,138",N/A,N/A,True,
110,Bulletproof,2021,N/A,N/A,N/A,"Documentary, Short","Jim Chaliz, Jonathon Norcross(co-director)",N/A,N/A,"A profile of Hank Kwon, beloved owner of the legendary Bulletproof Comics in Brooklyn.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmZkMjY1ZTItZTJkZi00MjdjLWJlMDUtZjU3NWVhMTYwNThkXkEyXkFqcGdeQXVyMzI2MjEyMg@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt10824922,movie,N/A,N/A,N/A,N/A,True,
111,Attica,2021,N/A,16 Oct 2021,120 min,Documentary,"Traci Curry, Stanley Nelson",Stanley Nelson,"Richard Nixon, Nelson Rockefeller, Clarence B. Jones","Survivors, observers, and expert government officials recount the 1971 uprising at the Attica Correctional Facility. The violent five-day standoff between mostly Black and Latino inmates and law enforcement gripped America then, and highlights the urgent, ongoing need for reform 50 years later.",N/A,N/A,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzJjZDQ0YTktMGFmYS00ZjI1LTkwZDQtN2E2NDFmOWMxODk5XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.4,277,tt12482898,movie,N/A,N/A,N/A,N/A,True,
112,Hypnotic,2021,TV-14,27 Oct 2021,88 min,"Drama, Horror, Mystery","Matt Angel, Suzanne Coote",Richard D'Ovidio,"Kate Siegel, Jason O'Mara, Dulé Hill","A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmQxNzI0YzAtMDE3YS00YzM5LWFjNTMtYzEzMDI4MGE3MDM4XkEyXkFqcGdeQXVyNTYxMjExMDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.2,"10,897",tt12383460,movie,N/A,N/A,N/A,N/A,True,
113,The Electrical Life of Louis Wain,2021,PG-13,05 Nov 2021,111 min,"Biography, Drama, History",Will Sharpe,"Simon Stephenson, Will Sharpe","Benedict Cumberbatch, Claire Foy, Andrea Riseborough","The true story of eccentric British artist Louis Wain (Benedict Cumberbatch), whose playful, psychedelic pictures transformed the public's perception of cats forever. Set in the early 1900s, we follow Wain as he seeks to unlock the ""electrical"" mysteries of the world and, in so doing, to better understand his own life and the profound love he shared with his wife Emily Richardson (Claire Foy).",English,United Kingdom,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BZTVjMjcwNTctNWQ3NS00NzVlLWE4N2ItOTlhMjc1ZTdkMzYyXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.8,"3,968",tt10687506,movie,N/A,N/A,N/A,N/A,True,
114,Becoming Cousteau,2021,PG-13,24 Nov 2021,94 min,"Documentary, Adventure, Biography",Liz Garbus,"Mark Monroe, Pax Wassermann","Vincent Cassel, Carol Burnett, Louis Malle","A look at the life, passions, achievements and tragedies surrounding the famous explorer and environmentalist Jacques Cousteau, featuring an archive of his newly restored footage.","English, French",United States,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjAwZWM1YmItNDk5Mi00YTQ4LWJjMzEtZGVlNDQ0MWU0MGE5XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.1,392,tt10334438,movie,N/A,"$231,687",N/A,N/A,True,
115,Ron's Gone Wrong,2021,PG,22 Oct 2021,107 min,"Animation, Adventure, Comedy","Sarah Smith, Jean-Philippe Vine, Octavio E. Rodriguez","Peter Baynham, Sarah Smith","Jack Dylan Grazer, Zach Galifianakis, Ed Helms","Twentieth Century Studios and Locksmith Animation's ""Ron's Gone Wrong"" is the story of Barney, a socially awkward middle-schooler and Ron, his new walking, talking, digitally-connected device, which is supposed to be his 'Best Friend out of the Box.' Ron's hilarious malfunctions set against the backdrop of the social media age, launch them into an action-packed journey in which boy and robot come to terms with the wonderful messiness of true friendship.",English,"United States, United Kingdom, Canada",N/A,https://m.media-amazon.com/images/M/MV5BMzMxMjllYTgtZWNjZS00ODc0LTljZWUtYjdiMDQ2ZDJkM2FkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"3,387",tt7504818,movie,N/A,"$20,774,714",N/A,N/A,True,
116,No Future Here,2021,N/A,29 Sep 2021,N/A,"Animation, Short","Jordan Asher Cruz, Jennifer Goodridge","Jordan Asher Cruz, Jennifer Goodridge","Cleopatra Coleman, Jordan Asher Cruz, Jennifer Goodridge","The fearless bassist of a quirky punk band, shakes things up when she performs a seance that will forever alter the future.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDE1YTQ0YzAtYTdiYy00Y2RjLWExOTctYzhjZDI0NjhlMDVlXkEyXkFqcGdeQXVyMzQ2OTk3MTY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14604356,movie,N/A,N/A,N/A,N/A,True,
117,Minyan,2020,Unrated,29 Oct 2021,118 min,Drama,Eric Steel,"David Bezmozgis, Daniel Pearle, Eric Steel","Samuel H. Levine, Ron Rifkin, Christopher McCann","In rapidly changing New York of the 1980s, a Russian Jewish teenager wrestles with his identity, faith, and sexuality, all of which seem irreconcilable until he befriends two closeted men in his grandfather's senior housing complex. MINYAN is a tender portrait of self-discovery set in a rapidly changing 1980s New York. David is a 17-year-old yeshiva student living in Brooklyn with his Russian Jewish immigrant family: an overbearing mother and an abusive father. Though he has tender relationships with the senior citizens around him - a doting grandfather and a pair of elderly closeted Jewish men - David is stifled by the constraints of his conservative religious community. He seeks solace in James Baldwin books, nips of vodka, and eventually an East Village gay bar and the dashing bartender who works there. As David experiences a sexual and spiritual awakening, he begins to confront his intersecting identities as immigrant, Jew, and homosexual.","English, Hebrew, Yiddish, Russian",United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BNzA3NGFhMGMtNzYzYy00NTM5LTkzMWMtMmUyMDZlNTdlMGVmXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.7,397,tt10268550,movie,N/A,"$11,451",N/A,N/A,True,
118,Learning to Live Together: The Return of Mad Dogs & Englishmen,2021,N/A,30 Sep 2021,111 min,Music,Jesse Lauter,N/A,"Rita Coolidge, Steve Earle, Jim Keltner","Learning To Live Together: The Return of Mad Dogs and Englishmen is a documentary/concert film telling the complete story of Joe Cocker's historic ""Mad Dogs and Englishmen"" tour through the lens of the Grammy-Winning Tedeschi Trucks Band's reunion of the Mad Dogs, which featured Leon Russell, Rita Coolidge, Chris Robinson (The Black Crowes), Dave Mason, Claudia Lennear (""20 Feet From Stardom""), and a dozen of the original Mad Dogs. In addition to showcasing inspired performances from the reunion show and providing an exclusive look at the history of the tour (via never-before-seen archival materials and commentary from the original members, critic David Fricke, and notable fans who saw the original tour such as Jon Landau and Steve Earle), the film features the last filmed interview with the late Leon Russell.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGEwZDVjMWItOGZhMy00Y2RjLWE3NjktZGFiYmZjOWVlZDk0XkEyXkFqcGdeQXVyMTEyMDM4NTU3._V1_SX300.jpg,[],N/A,N/A,N/A,tt14436532,movie,N/A,N/A,N/A,N/A,True,
119,Warning,2021,R,22 Oct 2021,85 min,"Sci-Fi, Thriller",Agata Alexander,"Agata Alexander, Rob Michaelson, Jason Kaye","Thomas Jane, Tomasz Kot, Toni Garrn","Set in the not too distant future, this intense sci-fi thriller explores the repercussions that mankind faces when their omniscient technology becomes a substitute for human contact. But life begin to unravel when a global storm causes electronics to go haywire, leading to terrifying, deadly consequences.",English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BYmEzYjE0NGQtZTg1Ni00NDFmLWExZDYtNTZjNDdlMmE3NWFiXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.3,"3,964",tt8956324,movie,N/A,N/A,N/A,N/A,True,
120,Dune,2021,PG-13,22 Oct 2021,155 min,"Action, Adventure, Drama",Denis Villeneuve,"Jon Spaihts, Denis Villeneuve, Eric Roth","Timothée Chalamet, Rebecca Ferguson, Zendaya","A mythic and emotionally charged hero's journey, ""Dune"" tells the story of Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, who must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.","English, Mandarin","United States, Canada",12 wins & 31 nominations,https://m.media-amazon.com/images/M/MV5BN2FjNmEyNWMtYzM0ZS00NjIyLTg5YzYtYThlMGVjNzE1OGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,8.2,"383,442",tt1160419,movie,N/A,"$106,210,160",N/A,N/A,True,
121,The French Dispatch,2021,R,22 Oct 2021,107 min,"Comedy, Drama, Romance",Wes Anderson,"Wes Anderson, Roman Coppola, Hugo Guinness","Benicio Del Toro, Adrien Brody, Tilda Swinton","A love letter to journalists set in an outpost of an American newspaper in a fictional twentieth century French city that brings to life a collection of stories published in ""The French Dispatch Magazine"".","English, French","United States, Germany",1 win & 20 nominations,https://m.media-amazon.com/images/M/MV5BNmQxZTNiODYtNzBhYy00MzVlLWJlN2UtNTc4YWZjMDIwMmEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.5,"36,296",tt8847712,movie,N/A,"$15,551,767",N/A,N/A,True,
122,Found,2021,PG,20 Oct 2021,97 min,"Documentary, Drama",Amanda Lipitz,N/A,"Lily Bolka, Chloe Lipitz, Sadie Mangelsdorf",The story of three American teenage girls-each adopted from China-who discover they are blood-related cousins on 23andMe. Their online meeting inspires the young women to confront the burning questions they have about their lost history.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjE2MTIwZDMtNDZlNC00OTllLTk2YTQtMWIwYTljNzI0YzQ1XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.5,764,tt13622146,movie,N/A,N/A,N/A,N/A,True,
123,Night Teeth,2021,TV-14,20 Oct 2021,107 min,"Action, Crime, Drama",Adam Randall,Brent Dillon,"Jorge Lendeborg Jr., Debby Ryan, Lucy Fry","To earn some extra cash, quirky college student Benny (Jorge Lendeborg, Jr.) moonlights as a chauffeur for one night. His task: drive two mysterious young women (Debby Ryan and Lucy Fry) around Los Angeles for a night of party hopping. Taken captive by his clients' charm, he soon learns that his passengers have their own plans for him - and an insatiable thirst for blood. As his night spins out of control, Benny is thrust into the middle of a clandestine war that pits rival tribes of vampires against the protectors of the human world, led by his brother (Raúl Castillo), who will stop at nothing to send them back into the shadows. With sunrise fast approaching, Benny is forced to choose between fear and temptation if he wants to stay alive and save the City of Angels.","English, Spanish","United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BNDhmODAxYzItYjRjNi00ZmI2LWIwMDktZTYwZWNiYWZhMTUzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.7,"13,830",tt10763820,movie,N/A,N/A,N/A,N/A,True,
124,Escape from Mogadishu,2021,TV-14,06 Aug 2021,121 min,"Action, Drama, Thriller",Seung-wan Ryoo,"Ki-cheol Lee, Seung-wan Ryoo","Kim Yoon-seok, In-Sung Jo, Joon-ho Huh","It is 1991, Mogadishu, capital city and most populous city of Somalia was torn by civil war. The personnel and the families of the South Korean embassy, isolated with no communication were enduring hail of bullets and shells. Then one night, personnel from the North Korean embassy knocked on the door asking for help. People of both embassies have one goal, to escape from Mogadishu.",Korean,South Korea,11 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BY2FlYjFjZGMtZmQ4ZS00ODMwLTg2ZWEtMjQ0MjlmMGJjZTk0XkEyXkFqcGdeQXVyMTMzOTUwMjkw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.2,"2,167",tt14810692,movie,N/A,"$346,271",N/A,N/A,True,
125,Women Is Losers,2021,N/A,18 Oct 2021,84 min,Drama,Lissette Feliciano,Lissette Feliciano,"Lorenza Izzo, Bryan Craig, Simu Liu","In 1960s San Francisco, a once-promising catholic school girl, Celina Guerrera, sets out to rise above the oppression of poverty and invest in a future for herself that sets new precedents for the time.","English, Spanish",United States,8 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZjBjMWJiNTktZTVhZC00ZWE2LWIxNmItNDUzNjJkN2Q1ZTNjXkEyXkFqcGdeQXVyMjMzNzI0Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,5.2,207,tt9024096,movie,N/A,N/A,N/A,N/A,True,
